Hospital_ID,District_ID,Instrument_ID,Annual_Projected_Revenue,Buy_or_not
Hospital 1003,District 39,Instrument 1,0,0
Hospital 1003,District 39,Instrument 4,0,0
Hospital 1003,District 39,Instrument 7,0,0
Hospital 1003,District 4,Instrument 2,0,0
Hospital 1003,District 41,Instrument 1,0,0
Hospital 1003,District 41,Instrument 2,0,0
Hospital 1003,District 41,Instrument 3,0,0
Hospital 1003,District 41,Instrument 5,0,0
Hospital 1003,District 41,Instrument 8,0,0
Hospital 1003,District 44,Instrument 2,0,0
Hospital 1003,District 44,Instrument 3,0,0
Hospital 1003,District 44,Instrument 7,0,0
Hospital 1003,District 46,Instrument 2,0,0
Hospital 1003,District 46,Instrument 3,0,0
Hospital 1003,District 48,Instrument 1,0,0
Hospital 1003,District 48,Instrument 2,0,0
Hospital 1003,District 48,Instrument 3,0,0
Hospital 1003,District 49,Instrument 2,0,0
Hospital 1003,District 5,Instrument 2,0,0
Hospital 1003,District 6,Instrument 2,0,0
Hospital 1003,District 9,Instrument 2,0,0
Hospital 1004,District 17,Instrument 1,0,0
Hospital 1004,District 17,Instrument 3,0,0
Hospital 1004,District 17,Instrument 4,0,0
Hospital 1004,District 17,Instrument 8,0,0
Hospital 1004,District 20,Instrument 1,0,0
Hospital 1004,District 20,Instrument 2,0,0
Hospital 1004,District 20,Instrument 6,0,0
Hospital 1004,District 3,Instrument 2,0,0
Hospital 1004,District 38,Instrument 2,0,0
Hospital 1004,District 7,Instrument 2,0,0
Hospital 1005,District 6,Instrument 2,0,0
Hospital 1006,District 10,Instrument 1,0,0
Hospital 1006,District 10,Instrument 2,0,0
Hospital 1006,District 10,Instrument 3,0,0
Hospital 1006,District 10,Instrument 4,0,0
Hospital 1006,District 10,Instrument 6,0,0
Hospital 1006,District 12,Instrument 3,0,0
Hospital 1006,District 13,Instrument 1,0,0
Hospital 1006,District 13,Instrument 5,0,0
Hospital 1006,District 13,Instrument 8,0,0
Hospital 1006,District 14,Instrument 2,0,0
Hospital 1006,District 14,Instrument 5,0,0
Hospital 1006,District 14,Instrument 7,0,0
Hospital 1006,District 15,Instrument 1,0,0
Hospital 1006,District 15,Instrument 3,0,0
Hospital 1006,District 15,Instrument 7,0,0
Hospital 1006,District 18,Instrument 1,0,0
Hospital 1006,District 18,Instrument 2,0,0
Hospital 1006,District 18,Instrument 3,0,0
Hospital 1006,District 18,Instrument 4,0,0
Hospital 1006,District 18,Instrument 6,0,0
Hospital 1006,District 19,Instrument 1,0,0
Hospital 1006,District 19,Instrument 7,0,0
Hospital 1006,District 20,Instrument 1,0,0
Hospital 1006,District 20,Instrument 3,0,0
Hospital 1006,District 20,Instrument 6,0,0
Hospital 1006,District 20,Instrument 7,0,0
Hospital 1006,District 25,Instrument 2,0,0
Hospital 1006,District 25,Instrument 3,0,0
Hospital 1006,District 28,Instrument 1,0,0
Hospital 1006,District 28,Instrument 4,0,0
Hospital 1006,District 28,Instrument 5,0,0
Hospital 1006,District 28,Instrument 6,0,0
Hospital 1006,District 30,Instrument 2,0,0
Hospital 1006,District 34,Instrument 1,0,0
Hospital 1006,District 34,Instrument 4,0,0
Hospital 1006,District 34,Instrument 5,0,0
Hospital 1006,District 34,Instrument 7,0,0
Hospital 1006,District 35,Instrument 2,0,0
Hospital 1006,District 37,Instrument 2,0,0
Hospital 1006,District 37,Instrument 3,0,0
Hospital 1006,District 39,Instrument 1,0,0
Hospital 1006,District 39,Instrument 2,0,0
Hospital 1006,District 39,Instrument 4,0,0
Hospital 1006,District 39,Instrument 7,0,0
Hospital 1006,District 4,Instrument 2,0,0
Hospital 1006,District 41,Instrument 1,0,0
Hospital 1006,District 41,Instrument 5,0,0
Hospital 1006,District 43,Instrument 2,0,0
Hospital 1006,District 44,Instrument 2,0,0
Hospital 1006,District 44,Instrument 3,0,0
Hospital 1006,District 44,Instrument 7,0,0
Hospital 1006,District 48,Instrument 3,0,0
Hospital 1006,District 49,Instrument 2,0,0
Hospital 1006,District 5,Instrument 2,0,0
Hospital 1006,District 6,Instrument 2,0,0
Hospital 1007,District 13,Instrument 1,0,0
Hospital 1007,District 13,Instrument 2,0,0
Hospital 1007,District 13,Instrument 3,0,0
Hospital 1007,District 13,Instrument 4,0,0
Hospital 1007,District 13,Instrument 5,0,0
Hospital 1007,District 13,Instrument 8,0,0
Hospital 1007,District 17,Instrument 1,0,0
Hospital 1007,District 17,Instrument 2,0,0
Hospital 1007,District 17,Instrument 3,0,0
Hospital 1007,District 17,Instrument 4,0,0
Hospital 1007,District 20,Instrument 1,0,0
Hospital 1007,District 20,Instrument 6,0,0
Hospital 1007,District 28,Instrument 1,0,0
Hospital 1007,District 28,Instrument 2,0,0
Hospital 1007,District 28,Instrument 3,0,0
Hospital 1007,District 28,Instrument 4,0,0
Hospital 1007,District 28,Instrument 6,0,0
Hospital 1007,District 34,Instrument 1,0,0
Hospital 1007,District 34,Instrument 4,0,0
Hospital 1007,District 34,Instrument 5,0,0
Hospital 1007,District 8,Instrument 1,0,0
Hospital 1008,District 13,Instrument 1,0,0
Hospital 1008,District 13,Instrument 4,0,0
Hospital 1008,District 13,Instrument 8,0,0
Hospital 1008,District 18,Instrument 1,0,0
Hospital 1008,District 18,Instrument 2,0,0
Hospital 1008,District 18,Instrument 3,0,0
Hospital 1008,District 18,Instrument 4,0,0
Hospital 1008,District 18,Instrument 6,0,0
Hospital 1008,District 18,Instrument 7,0,0
Hospital 1008,District 20,Instrument 1,0,0
Hospital 1008,District 20,Instrument 6,0,0
Hospital 1008,District 20,Instrument 7,0,0
Hospital 1008,District 20,Instrument 8,0,0
Hospital 1008,District 28,Instrument 1,0,0
Hospital 1008,District 28,Instrument 4,0,0
Hospital 1008,District 28,Instrument 6,0,0
Hospital 1008,District 28,Instrument 8,0,0
Hospital 1008,District 29,Instrument 2,0,0
Hospital 1008,District 29,Instrument 3,0,0
Hospital 1008,District 29,Instrument 4,0,0
Hospital 1008,District 31,Instrument 2,0,0
Hospital 1008,District 35,Instrument 2,0,0
Hospital 1008,District 40,Instrument 2,0,0
Hospital 1008,District 44,Instrument 2,0,0
Hospital 1008,District 44,Instrument 3,0,0
Hospital 1008,District 6,Instrument 2,0,0
Hospital 1009,District 13,Instrument 5,0,0
Hospital 1009,District 28,Instrument 1,0,0
Hospital 1009,District 28,Instrument 2,0,0
Hospital 1009,District 28,Instrument 3,0,0
Hospital 1009,District 28,Instrument 6,0,0
Hospital 1009,District 28,Instrument 7,0,0
Hospital 101,District 13,Instrument 1,0,0
Hospital 101,District 13,Instrument 8,0,0
Hospital 101,District 20,Instrument 1,0,0
Hospital 101,District 20,Instrument 6,0,0
Hospital 101,District 20,Instrument 8,0,0
Hospital 101,District 32,Instrument 2,0,0
Hospital 101,District 32,Instrument 3,0,0
Hospital 101,District 41,Instrument 3,0,0
Hospital 101,District 41,Instrument 5,0,0
Hospital 101,District 41,Instrument 8,0,0
Hospital 1010,District 12,Instrument 2,0,0
Hospital 1010,District 12,Instrument 3,0,0
Hospital 1010,District 12,Instrument 8,0,0
Hospital 1010,District 13,Instrument 2,0,0
Hospital 1010,District 13,Instrument 3,0,0
Hospital 1010,District 13,Instrument 4,0,0
Hospital 1010,District 16,Instrument 2,0,0
Hospital 1010,District 17,Instrument 1,0,0
Hospital 1010,District 17,Instrument 3,0,0
Hospital 1010,District 17,Instrument 4,0,0
Hospital 1010,District 18,Instrument 1,0,0
Hospital 1010,District 18,Instrument 3,0,0
Hospital 1010,District 18,Instrument 4,0,0
Hospital 1010,District 18,Instrument 5,0,0
Hospital 1010,District 18,Instrument 6,0,0
Hospital 1010,District 18,Instrument 7,0,0
Hospital 1010,District 19,Instrument 1,0,0
Hospital 1010,District 19,Instrument 2,0,0
Hospital 1010,District 19,Instrument 7,0,0
Hospital 1010,District 20,Instrument 1,0,0
Hospital 1010,District 20,Instrument 7,0,0
Hospital 1010,District 35,Instrument 2,0,0
Hospital 1010,District 44,Instrument 2,0,0
Hospital 1010,District 44,Instrument 7,0,0
Hospital 1010,District 48,Instrument 1,0,0
Hospital 1010,District 48,Instrument 2,0,0
Hospital 1010,District 48,Instrument 3,0,0
Hospital 1010,District 6,Instrument 2,0,0
Hospital 1011,District 27,Instrument 1,0,0
Hospital 1011,District 27,Instrument 2,0,0
Hospital 1011,District 32,Instrument 1,0,0
Hospital 1011,District 32,Instrument 4,0,0
Hospital 1011,District 32,Instrument 5,0,0
Hospital 1011,District 32,Instrument 8,0,0
Hospital 1011,District 39,Instrument 1,0,0
Hospital 1011,District 39,Instrument 2,0,0
Hospital 1011,District 39,Instrument 4,0,0
Hospital 1011,District 41,Instrument 1,0,0
Hospital 1011,District 41,Instrument 5,0,0
Hospital 1013,District 13,Instrument 5,0,0
Hospital 1013,District 28,Instrument 1,0,0
Hospital 1013,District 28,Instrument 2,0,0
Hospital 1013,District 28,Instrument 5,0,0
Hospital 1013,District 28,Instrument 6,0,0
Hospital 1013,District 28,Instrument 7,0,0
Hospital 1014,District 18,Instrument 1,0,0
Hospital 1014,District 18,Instrument 2,0,0
Hospital 1014,District 18,Instrument 3,0,0
Hospital 1014,District 18,Instrument 6,0,0
Hospital 1014,District 19,Instrument 1,0,0
Hospital 1014,District 19,Instrument 7,0,0
Hospital 1014,District 28,Instrument 1,0,0
Hospital 1014,District 28,Instrument 5,0,0
Hospital 1014,District 28,Instrument 6,0,0
Hospital 1014,District 28,Instrument 8,0,0
Hospital 1014,District 35,Instrument 2,0,0
Hospital 1014,District 39,Instrument 1,0,0
Hospital 1014,District 39,Instrument 4,0,0
Hospital 1014,District 39,Instrument 7,0,0
Hospital 1014,District 44,Instrument 7,0,0
Hospital 1014,District 49,Instrument 2,0,0
Hospital 1014,District 5,Instrument 2,0,0
Hospital 1014,District 6,Instrument 2,0,0
Hospital 1015,District 13,Instrument 2,0,0
Hospital 1015,District 13,Instrument 3,0,0
Hospital 1015,District 13,Instrument 8,0,0
Hospital 1015,District 16,Instrument 2,0,0
Hospital 1016,District 13,Instrument 1,0,0
Hospital 1016,District 13,Instrument 8,0,0
Hospital 1016,District 15,Instrument 1,0,0
Hospital 1016,District 15,Instrument 2,0,0
Hospital 1016,District 15,Instrument 3,0,0
Hospital 1016,District 15,Instrument 7,0,0
Hospital 1016,District 20,Instrument 1,0,0
Hospital 1016,District 20,Instrument 2,0,0
Hospital 1016,District 20,Instrument 3,0,0
Hospital 1016,District 20,Instrument 6,0,0
Hospital 1016,District 20,Instrument 7,0,0
Hospital 1016,District 28,Instrument 1,0,0
Hospital 1016,District 28,Instrument 2,0,0
Hospital 1016,District 28,Instrument 4,0,0
Hospital 1016,District 28,Instrument 6,0,0
Hospital 1016,District 29,Instrument 2,0,0
Hospital 1016,District 29,Instrument 4,0,0
Hospital 1016,District 3,Instrument 2,0,0
Hospital 1016,District 33,Instrument 2,0,0
Hospital 1016,District 33,Instrument 6,0,0
Hospital 1016,District 38,Instrument 2,0,0
Hospital 1016,District 39,Instrument 4,0,0
Hospital 1016,District 41,Instrument 1,0,0
Hospital 1016,District 41,Instrument 2,0,0
Hospital 1016,District 48,Instrument 1,0,0
Hospital 1016,District 48,Instrument 2,0,0
Hospital 1016,District 48,Instrument 3,0,0
Hospital 1016,District 48,Instrument 7,0,0
Hospital 1016,District 6,Instrument 2,0,0
Hospital 1016,District 8,Instrument 1,0,0
Hospital 1016,District 8,Instrument 2,0,0
Hospital 1017,District 20,Instrument 1,0,0
Hospital 1017,District 25,Instrument 2,0,0
Hospital 1017,District 28,Instrument 1,0,0
Hospital 1017,District 28,Instrument 2,0,0
Hospital 1017,District 28,Instrument 3,0,0
Hospital 1017,District 28,Instrument 4,0,0
Hospital 1017,District 28,Instrument 6,0,0
Hospital 1018,District 39,Instrument 1,0,0
Hospital 1019,District 12,Instrument 2,0,0
Hospital 1019,District 12,Instrument 3,0,0
Hospital 1019,District 41,Instrument 1,0,0
Hospital 1019,District 41,Instrument 3,0,0
Hospital 1019,District 41,Instrument 5,0,0
Hospital 102,District 12,Instrument 2,0,0
Hospital 102,District 12,Instrument 3,0,0
Hospital 102,District 13,Instrument 1,0,0
Hospital 102,District 13,Instrument 2,0,0
Hospital 102,District 13,Instrument 3,0,0
Hospital 102,District 15,Instrument 1,0,0
Hospital 102,District 15,Instrument 3,0,0
Hospital 102,District 15,Instrument 7,0,0
Hospital 102,District 18,Instrument 1,0,0
Hospital 102,District 18,Instrument 2,0,0
Hospital 102,District 18,Instrument 3,0,0
Hospital 102,District 18,Instrument 4,0,0
Hospital 102,District 18,Instrument 6,0,0
Hospital 102,District 18,Instrument 8,0,0
Hospital 102,District 19,Instrument 1,0,0
Hospital 102,District 19,Instrument 2,0,0
Hospital 102,District 20,Instrument 1,0,0
Hospital 102,District 20,Instrument 3,0,0
Hospital 102,District 20,Instrument 6,0,0
Hospital 102,District 21,Instrument 2,0,0
Hospital 102,District 21,Instrument 3,0,0
Hospital 102,District 21,Instrument 5,0,0
Hospital 102,District 21,Instrument 6,0,0
Hospital 102,District 21,Instrument 7,0,0
Hospital 102,District 23,Instrument 2,0,0
Hospital 102,District 25,Instrument 2,0,0
Hospital 102,District 25,Instrument 3,0,0
Hospital 102,District 28,Instrument 1,0,0
Hospital 102,District 28,Instrument 4,0,0
Hospital 102,District 28,Instrument 5,0,0
Hospital 102,District 28,Instrument 6,0,0
Hospital 102,District 3,Instrument 2,0,0
Hospital 102,District 32,Instrument 1,0,0
Hospital 102,District 32,Instrument 2,0,0
Hospital 102,District 39,Instrument 1,0,0
Hospital 102,District 39,Instrument 4,0,0
Hospital 102,District 4,Instrument 2,0,0
Hospital 102,District 41,Instrument 1,0,0
Hospital 102,District 41,Instrument 2,0,0
Hospital 102,District 41,Instrument 3,0,0
Hospital 102,District 44,Instrument 7,0,0
Hospital 102,District 46,Instrument 2,0,0
Hospital 102,District 48,Instrument 1,0,0
Hospital 102,District 48,Instrument 3,0,0
Hospital 102,District 6,Instrument 2,0,0
Hospital 1021,District 39,Instrument 1,0,0
Hospital 1021,District 39,Instrument 4,0,0
Hospital 1021,District 39,Instrument 7,0,0
Hospital 1023,District 2,Instrument 1,0,0
Hospital 1023,District 2,Instrument 2,0,0
Hospital 1023,District 29,Instrument 1,0,0
Hospital 1023,District 29,Instrument 4,0,0
Hospital 1023,District 29,Instrument 5,0,0
Hospital 1023,District 37,Instrument 2,0,0
Hospital 1024,District 13,Instrument 1,0,0
Hospital 1024,District 13,Instrument 4,0,0
Hospital 1024,District 13,Instrument 8,0,0
Hospital 1024,District 41,Instrument 1,0,0
Hospital 1025,District 19,Instrument 1,0,0
Hospital 1025,District 19,Instrument 2,0,0
Hospital 1025,District 19,Instrument 7,0,0
Hospital 1026,District 13,Instrument 2,0,0
Hospital 1026,District 13,Instrument 3,0,0
Hospital 1026,District 13,Instrument 5,0,0
Hospital 1026,District 20,Instrument 1,0,0
Hospital 1026,District 20,Instrument 3,0,0
Hospital 1026,District 20,Instrument 6,0,0
Hospital 1026,District 41,Instrument 2,0,0
Hospital 1027,District 13,Instrument 3,0,0
Hospital 1027,District 13,Instrument 5,0,0
Hospital 1027,District 18,Instrument 1,0,0
Hospital 1027,District 18,Instrument 2,0,0
Hospital 1027,District 18,Instrument 3,0,0
Hospital 1027,District 18,Instrument 4,0,0
Hospital 1027,District 18,Instrument 6,0,0
Hospital 1027,District 28,Instrument 1,0,0
Hospital 1027,District 28,Instrument 2,0,0
Hospital 1027,District 28,Instrument 3,0,0
Hospital 1027,District 28,Instrument 4,0,0
Hospital 1027,District 28,Instrument 6,0,0
Hospital 1027,District 28,Instrument 8,0,0
Hospital 1027,District 32,Instrument 1,0,0
Hospital 1027,District 32,Instrument 2,0,0
Hospital 1027,District 32,Instrument 5,0,0
Hospital 1028,District 4,Instrument 2,0,0
Hospital 1029,District 28,Instrument 1,0,0
Hospital 1029,District 28,Instrument 2,0,0
Hospital 1029,District 28,Instrument 3,0,0
Hospital 1029,District 28,Instrument 4,0,0
Hospital 1029,District 28,Instrument 6,0,0
Hospital 103,District 12,Instrument 2,0,0
Hospital 103,District 12,Instrument 3,0,0
Hospital 103,District 13,Instrument 2,0,0
Hospital 103,District 13,Instrument 3,0,0
Hospital 103,District 13,Instrument 8,0,0
Hospital 103,District 20,Instrument 1,0,0
Hospital 103,District 20,Instrument 2,0,0
Hospital 103,District 20,Instrument 3,0,0
Hospital 1030,District 39,Instrument 1,0,0
Hospital 1030,District 39,Instrument 2,0,0
Hospital 1030,District 39,Instrument 4,0,0
Hospital 1033,District 19,Instrument 1,0,0
Hospital 1033,District 19,Instrument 2,0,0
Hospital 1033,District 19,Instrument 7,0,0
Hospital 1033,District 2,Instrument 1,0,0
Hospital 1033,District 2,Instrument 2,0,0
Hospital 1033,District 20,Instrument 1,0,0
Hospital 1033,District 20,Instrument 6,0,0
Hospital 1033,District 37,Instrument 2,0,0
Hospital 1033,District 37,Instrument 3,0,0
Hospital 1033,District 41,Instrument 2,0,0
Hospital 1033,District 41,Instrument 5,0,0
Hospital 1034,District 10,Instrument 1,0,0
Hospital 1034,District 10,Instrument 2,0,0
Hospital 1034,District 10,Instrument 3,0,0
Hospital 1034,District 10,Instrument 4,0,0
Hospital 1034,District 10,Instrument 6,0,0
Hospital 1034,District 12,Instrument 2,0,0
Hospital 1034,District 12,Instrument 3,0,0
Hospital 1034,District 13,Instrument 1,0,0
Hospital 1034,District 13,Instrument 4,0,0
Hospital 1034,District 13,Instrument 5,0,0
Hospital 1034,District 2,Instrument 1,0,0
Hospital 1034,District 2,Instrument 2,0,0
Hospital 1034,District 20,Instrument 1,0,0
Hospital 1034,District 20,Instrument 6,0,0
Hospital 1034,District 20,Instrument 7,0,0
Hospital 1034,District 21,Instrument 2,0,0
Hospital 1034,District 21,Instrument 3,0,0
Hospital 1034,District 21,Instrument 6,0,0
Hospital 1034,District 28,Instrument 1,0,0
Hospital 1034,District 28,Instrument 2,0,0
Hospital 1034,District 28,Instrument 3,0,0
Hospital 1034,District 28,Instrument 4,0,0
Hospital 1034,District 28,Instrument 6,0,0
Hospital 1034,District 29,Instrument 1,0,0
Hospital 1034,District 29,Instrument 2,0,0
Hospital 1034,District 29,Instrument 3,0,0
Hospital 1034,District 29,Instrument 4,0,0
Hospital 1034,District 29,Instrument 5,0,0
Hospital 1034,District 3,Instrument 2,0,0
Hospital 1034,District 32,Instrument 1,0,0
Hospital 1034,District 32,Instrument 2,0,0
Hospital 1034,District 32,Instrument 5,0,0
Hospital 1034,District 41,Instrument 1,0,0
Hospital 1034,District 41,Instrument 5,0,0
Hospital 1034,District 44,Instrument 2,0,0
Hospital 1034,District 44,Instrument 3,0,0
Hospital 1034,District 44,Instrument 7,0,0
Hospital 1034,District 6,Instrument 2,0,0
Hospital 1034,District 8,Instrument 1,0,0
Hospital 1034,District 8,Instrument 2,0,0
Hospital 1034,District 9,Instrument 2,0,0
Hospital 1035,District 13,Instrument 1,0,0
Hospital 1035,District 13,Instrument 5,0,0
Hospital 1035,District 13,Instrument 8,0,0
Hospital 1035,District 16,Instrument 2,0,0
Hospital 1035,District 17,Instrument 1,0,0
Hospital 1035,District 18,Instrument 1,0,0
Hospital 1035,District 18,Instrument 2,0,0
Hospital 1035,District 18,Instrument 3,0,0
Hospital 1035,District 18,Instrument 4,0,0
Hospital 1035,District 18,Instrument 6,0,0
Hospital 1035,District 25,Instrument 2,0,0
Hospital 1035,District 25,Instrument 3,0,0
Hospital 1035,District 28,Instrument 1,0,0
Hospital 1035,District 28,Instrument 6,0,0
Hospital 1035,District 31,Instrument 2,0,0
Hospital 1035,District 32,Instrument 1,0,0
Hospital 1035,District 35,Instrument 2,0,0
Hospital 1035,District 37,Instrument 2,0,0
Hospital 1035,District 37,Instrument 3,0,0
Hospital 1035,District 39,Instrument 1,0,0
Hospital 1035,District 39,Instrument 2,0,0
Hospital 1035,District 39,Instrument 4,0,0
Hospital 1035,District 40,Instrument 2,0,0
Hospital 1035,District 41,Instrument 1,0,0
Hospital 1035,District 41,Instrument 5,0,0
Hospital 1035,District 48,Instrument 1,0,0
Hospital 1035,District 48,Instrument 2,0,0
Hospital 1035,District 48,Instrument 3,0,0
Hospital 1035,District 48,Instrument 7,0,0
Hospital 1035,District 6,Instrument 2,0,0
Hospital 1036,District 20,Instrument 1,0,0
Hospital 1037,District 10,Instrument 1,0,0
Hospital 1037,District 10,Instrument 6,0,0
Hospital 1037,District 10,Instrument 7,0,0
Hospital 1037,District 11,Instrument 2,0,0
Hospital 1037,District 12,Instrument 2,0,0
Hospital 1037,District 12,Instrument 3,0,0
Hospital 1037,District 13,Instrument 1,0,0
Hospital 1037,District 13,Instrument 3,0,0
Hospital 1037,District 13,Instrument 4,0,0
Hospital 1037,District 13,Instrument 5,0,0
Hospital 1037,District 14,Instrument 5,0,0
Hospital 1037,District 14,Instrument 7,0,0
Hospital 1037,District 15,Instrument 1,0,0
Hospital 1037,District 17,Instrument 1,0,0
Hospital 1037,District 17,Instrument 8,0,0
Hospital 1037,District 18,Instrument 1,0,0
Hospital 1037,District 18,Instrument 2,0,0
Hospital 1037,District 18,Instrument 3,0,0
Hospital 1037,District 18,Instrument 4,0,0
Hospital 1037,District 18,Instrument 6,0,0
Hospital 1037,District 18,Instrument 8,0,0
Hospital 1037,District 19,Instrument 1,0,0
Hospital 1037,District 19,Instrument 7,0,0
Hospital 1037,District 2,Instrument 1,0,0
Hospital 1037,District 2,Instrument 2,0,0
Hospital 1037,District 2,Instrument 8,0,0
Hospital 1037,District 20,Instrument 1,0,0
Hospital 1037,District 20,Instrument 6,0,0
Hospital 1037,District 20,Instrument 8,0,0
Hospital 1037,District 21,Instrument 3,0,0
Hospital 1037,District 21,Instrument 5,0,0
Hospital 1037,District 21,Instrument 6,0,0
Hospital 1037,District 21,Instrument 7,0,0
Hospital 1037,District 25,Instrument 2,0,0
Hospital 1037,District 25,Instrument 3,0,0
Hospital 1037,District 25,Instrument 4,0,0
Hospital 1037,District 26,Instrument 1,0,0
Hospital 1037,District 26,Instrument 2,0,0
Hospital 1037,District 26,Instrument 7,0,0
Hospital 1037,District 27,Instrument 1,0,0
Hospital 1037,District 27,Instrument 2,0,0
Hospital 1037,District 28,Instrument 1,0,0
Hospital 1037,District 28,Instrument 2,0,0
Hospital 1037,District 28,Instrument 3,0,0
Hospital 1037,District 28,Instrument 4,0,0
Hospital 1037,District 28,Instrument 5,0,0
Hospital 1037,District 28,Instrument 6,0,0
Hospital 1037,District 31,Instrument 2,0,0
Hospital 1037,District 32,Instrument 1,0,0
Hospital 1037,District 32,Instrument 2,0,0
Hospital 1037,District 32,Instrument 3,0,0
Hospital 1037,District 32,Instrument 8,0,0
Hospital 1037,District 33,Instrument 2,0,0
Hospital 1037,District 34,Instrument 1,0,0
Hospital 1037,District 34,Instrument 4,0,0
Hospital 1037,District 34,Instrument 5,0,0
Hospital 1037,District 34,Instrument 8,0,0
Hospital 1037,District 35,Instrument 2,0,0
Hospital 1037,District 37,Instrument 2,0,0
Hospital 1037,District 37,Instrument 3,0,0
